merge_mode,frame,island_mbs,island_vs_edited_max,island_vs_edited_mean,island_mbs_differing,island_mbs_visible,skip_vs_orig_max,skip_mbs_differing,skip_vs_orig_mean,skip_mbs_visible,nongadget_vs_orig_max,nongadget_mbs_differing,nongadget_vs_orig_mean,nongadget_mbs_visible,gadget_vs_edited_max,gadget_mean_luma
pmv_closure_halo2,9,0,0,0.0000,0,0,0,0,0.0000,0,0,0,0.0000,0,0,NaN
pmv_closure_halo2,10,0,0,0.0000,0,0,0,0,0.0000,0,0,0,0.0000,0,0,NaN
pmv_closure_halo2,11,0,0,0.0000,0,0,0,0,0.0000,0,0,0,0.0000,0,0,NaN
pmv_closure_halo2,12,0,0,0.0000,0,0,0,0,0.0000,0,0,0,0.0000,0,0,NaN
pmv_closure_halo2,13,0,0,0.0000,0,0,0,0,0.0000,0,0,0,0.0000,0,0,NaN
pmv_closure_halo2,14,1188,86,0.0815,75,14,76,171,0.0991,49,86,362,0.1554,67,31,2.46
pmv_closure_halo2,15,1232,66,0.2314,178,44,73,473,0.5961,234,73,746,0.6976,291,40,2.47
pmv_closure_halo2,16,1167,174,4.4267,972,548,117,769,1.1921,407,177,1920,2.4882,1011,0,NaN
pmv_closure_halo2,17,1237,176,4.6830,1087,612,88,739,1.1173,394,173,1965,2.5799,1047,0,NaN
pmv_closure_halo2,18,1297,174,4.9777,1195,711,122,833,1.2385,421,173,2125,2.8375,1158,0,NaN
pmv_closure_halo2,19,1364,172,4.9957,1281,769,132,785,1.5837,432,176,2146,3.1286,1252,0,NaN
pmv_closure_halo2,20,1390,172,5.4569,1338,815,171,811,1.5893,408,176,2199,3.3348,1265,0,NaN
pmv_closure_halo2,21,1412,171,6.3150,1403,941,147,869,1.5003,411,165,2279,3.6057,1404,0,NaN
pmv_closure_halo2,22,1418,164,6.3348,1414,978,137,872,1.6855,390,163,2289,3.7617,1420,0,NaN
pmv_closure_halo2,23,1472,172,6.4149,1467,1020,132,815,1.5587,345,168,2286,3.7760,1418,0,NaN
pmv_closure_halo2,24,1494,177,6.3316,1494,1052,141,807,1.4896,333,173,2301,3.7627,1439,0,NaN
pmv_closure_halo2,25,1528,172,6.3659,1528,1088,141,773,1.3458,304,167,2301,3.7363,1438,0,NaN
pmv_closure_halo2,26,1567,177,6.6540,1567,1120,155,738,1.3312,298,174,2305,3.8904,1470,0,NaN
pmv_closure_halo2,27,1575,170,7.0694,1575,1180,157,731,1.1996,281,173,2306,3.9996,1502,0,NaN
pmv_closure_halo2,28,1576,167,6.8742,1576,1154,150,734,1.2229,280,178,2310,3.9697,1493,0,NaN
pmv_closure_halo2,29,1584,169,7.1384,1584,1193,137,730,1.1762,271,177,2314,4.0595,1499,0,NaN
